Filename,SpeakerID,Gender,Begin,End,Vowel,F1,F2
common_voice_ja_36155381,3158,male_masculine,1.0,1.04,o,508.475155960125,1504.56909888722
common_voice_ja_37248346,3322,male_masculine,2.63,2.67,o,285.228660940243,1060.6492149706
common_voice_ja_25607451,3332,female_feminine,1.13,1.19,o,634.486091614942,1514.22939791476
common_voice_ja_25245704,3332,female,1.06,1.14,o,471.667907516678,1329.86262191521
common_voice_ja_36352524,2780,male_masculine,0.8,0.84,o,396.727115234022,1183.11440800553
common_voice_ja_35237498,3307,male_masculine,0.75,0.85,o,374.588583481259,759.353789166286
common_voice_ja_26064096,3326,male_masculine,1.44,1.47,o,523.683167126962,1658.55274330454
common_voice_ja_37418341,3322,male_masculine,1.19,1.24,o,603.348500579748,834.406187641498
common_voice_ja_37198202,3325,female_feminine,1.82,1.87,o,518.634250216005,1112.70239611114
common_voice_ja_25624373,3332,female_feminine,1.45,1.48,o,458.628840637999,1144.68174927915
common_voice_ja_37073651,3325,female_feminine,0.91,0.97,o,591.148475212551,890.140304960081
common_voice_ja_26015592,3331,male_masculine,0.72,0.78,o,374.951251303416,1535.96897150481
common_voice_ja_36325450,2900,female_feminine,2.05,2.11,o,377.185428717823,1899.95940493516
common_voice_ja_37547496,3090,male_masculine,1.17,1.21,o,491.439378099567,1511.00654094154
common_voice_ja_37539448,3323,female_feminine,0.9,0.97,o,548.981690918122,647.676460419604
common_voice_ja_25371627,3329,male,1.85,1.91,o,435.505998891645,1264.51983343344
common_voice_ja_25557528,3332,female_feminine,2.2,2.25,o,384.28716800208,1624.76447957869
common_voice_ja_36951416,3325,female_feminine,1.81,1.9,o,576.562618098694,1425.194923069
common_voice_ja_37478059,3324,female_feminine,1.0,1.05,o,494.449460762949,1635.55700843907
common_voice_ja_25480709,3332,female_feminine,1.23,1.29,o,467.74036332141,1233.9261960725
common_voice_ja_28246312,3320,male_masculine,0.67,0.73,o,411.699753757742,1011.27930677139
common_voice_ja_28523199,3331,male_masculine,1.36,1.53,o,419.713628755091,923.220939784149
common_voice_ja_24523814,3279,male_masculine,1.65,1.75,o,549.258786926295,938.576201327144
common_voice_ja_37539649,3327,female_feminine,1.13,1.19,o,339.563615836099,1586.7561327834
common_voice_ja_37384920,3324,female_feminine,1.12,1.16,o,219.601443976531,1224.63600177588
common_voice_ja_37498626,3327,female_feminine,1.22,1.26,o,277.704994992053,1317.46673855819
common_voice_ja_36186766,3148,male,1.07,1.12,o,480.833009263541,1369.16454489253
common_voice_ja_37073783,3325,female_feminine,1.68,1.73,o,930.764005484616,1591.07424114102
common_voice_ja_27696191,3318,male_masculine,1.22,1.25,o,320.192833339508,810.577569743316
common_voice_ja_34942886,3307,male_masculine,1.68,1.75,o,497.551711245163,945.557708312856
common_voice_ja_27798821,3332,female_feminine,1.63,1.67,o,288.198241934528,1051.78204977954
common_voice_ja_36135736,3156,female_feminine,2.69,2.75,o,860.820206599706,1678.66365491744
common_voice_ja_34893144,3132,male_masculine,1.95,2.0,o,602.029566825752,1200.23742273122
common_voice_ja_25863010,3326,male_masculine,2.21,2.25,o,413.293498830169,1549.66449162685
common_voice_ja_37056384,3328,female_feminine,1.92,2.01,o,481.105920618235,1054.12890996669
common_voice_ja_30884919,3330,male_masculine,1.82,1.87,o,405.995697554771,1542.21732819196
common_voice_ja_25543039,3332,female_feminine,1.96,2.0,o,338.528017173164,1512.71336357659
common_voice_ja_36347321,2740,female_feminine,1.08,1.15,o,390.651994642992,1470.41561410428
common_voice_ja_29755072,3329,male_masculine,1.75,1.84,o,519.941479548111,1187.21989039317
common_voice_ja_36307359,2970,male_masculine,0.21,0.26,o,147.31677973274,1048.88336547587
common_voice_ja_24937659,3310,male_masculine,1.73,1.76,o,469.353915806055,1199.05370522216
common_voice_ja_37073653,3325,female_feminine,2.13,2.18,o,603.419160361808,898.370108840209
common_voice_ja_25693104,3329,male_masculine,1.47,1.56,o,370.251916449458,965.57845914592
common_voice_ja_34931165,3307,male_masculine,1.59,1.68,o,510.707859969362,1237.64606451383
common_voice_ja_19763995,2616,male_masculine,1.58,1.67,o,527.695296571351,1029.81568832968
common_voice_ja_37283015,3328,female_feminine,2.19,2.22,o,382.066948315799,1837.95659934546
common_voice_ja_36333419,2939,female_feminine,1.81,1.86,o,696.742201043739,1291.72483386129
common_voice_ja_36352494,2780,male_masculine,1.6,1.63,o,402.686926247,2294.55791717612
common_voice_ja_25560918,3329,male_masculine,2.02,2.1,o,445.061238308962,1386.24049808775
common_voice_ja_26912798,3332,female_feminine,1.13,1.18,o,435.298975426719,1183.56043795807
